syscheck.event,syscheck.path,syscheck.attrs_after,syscheck.changed_attributes,syscheck.size_before,syscheck.size_after,syscheck.mtime_before,syscheck.mtime_after,syscheck.md5_before,syscheck.md5_after,syscheck.uid_after,syscheck.uname_after,syscheck.arch,agent.name,@timestamp
deleted,C:\ProgramData\third.exe,"hidden,system,write",mtime,1707660,1527911,"May 25, 2025 @ 10:32:36","May 25, 2025 @ 10:49:04",0058edb3098c4dccf72edfbf74bbd6ec56d765978cec1e7e90d13c9cdcc8a7f1,c12aa06d673b38ccb2152fb19081f78c459bcdaa15343c634f42911ba29770d6,9750,User4,x86_64,SERVER-001,"May 03, 2025 @ 18:27:37.303"
modified,C:\Users\Public\Videos\reality.txt,"archive,hidden,system",mode,1407076,949463,"May 19, 2025 @ 19:10:30","May 19, 2025 @ 19:37:39",4e80b02172ef981ccb71e99b2c6abf14,5b9a8596f9d1268cf357716d9c3eb285,4880,Admin,x86,DESKTOP-5JEIKFF,"May 25, 2025 @ 12:44:26.065"
deleted,E:\Data\nice.zip,"archive,exec,read,hidden",mtime,1144785,1258365,"May 14, 2025 @ 04:51:08","May 14, 2025 @ 05:50:44",4200a19da6a44bcd0994f5ef9e69e15627cbc041fe06bda43d04fe54665a7a63,4a1f28985ab92c6e1bd18a447bbfd84f,1974,User5,x86,DESKTOP-5JEIKFF,"May 17, 2025 @ 03:16:55.305"
modified,D:\Work\respond.pdf,"archive,read,write,hidden","size,group",1469681,1855300,"May 10, 2025 @ 23:25:35","May 10, 2025 @ 23:37:51",6c13d598cad68227dbb4c740b5677720,2417ef6e89447f6ccd357cd78537c3409d1985d460535bbd6cfd1841f0186921,7679,User1,arm64,DESKTOP-XYZ,"May 21, 2025 @ 22:59:37.056"
deleted,C:\ProgramData\hard.csv,"archive,write,exec,read",mtime,1733220,1452374,"May 24, 2025 @ 10:48:31","May 24, 2025 @ 11:39:00",071a9a85ec7bc7d8a502476c8333fe1015fd4b921e5cb6a646e8ae0e73d7e80e,c462361fe469e0f098c34f23979b1217f96b7fac757cf485cb461ac19eb85450,1912,System,x86_64,WORKSTATION-01,"May 06, 2025 @ 17:23:41.523"
modified,E:\Data\must.jpg,"hidden,exec",group,501277,249105,"May 17, 2025 @ 03:11:05","May 17, 2025 @ 04:10:46",3febbe6c99ee4b28b25535e931e7e33f,a8c2815d6534ba3a529aefda12c870dc,6811,Guest,x86_64,DESKTOP-5JEIKFF,"May 17, 2025 @ 01:58:07.480"
added,E:\Data\education.pptx,"exec,system,write","group,mtime",926309,1048028,"May 18, 2025 @ 04:39:29","May 18, 2025 @ 04:39:37",5a8f64d6ff69952a8c9cbf388d15ba99087d46f7fb663a35639a1e77696f6522,64a4e38ac25bf8145ddce0e8b1aa098e,4750,User1,arm64,WIN-LAPTOP,"May 06, 2025 @ 00:58:36.237"
deleted,C:\Windows\System32\assume.pdf,"exec,hidden,read,archive","size,mode",761540,841647,"May 21, 2025 @ 09:10:35","May 21, 2025 @ 10:04:49",d86be77fdb6f2f69a4b54848f6ce77f8bfa75da6bf82a3bb5af39fc6840bac39,32c1cd10aad644a5ec86196415390673a35098a56e0b29f46390367aa3c40ea4,6214,User5,AMD64,LAPTOP-1234,"May 21, 2025 @ 18:56:53.644"
modified,E:\Data\how.docx,"hidden,system",mode,363090,459956,"May 15, 2025 @ 10:10:56","May 15, 2025 @ 10:44:08",fb8daa5547b2a05cb10119f3384faedaea209d40596514bea3bbc5a2939f96fe,03bdabae07f8f630849c19e9f644f726837a550f802793962eec95912d2ca4c2,7772,User6,x86,PC-GAMER,"May 17, 2025 @ 12:55:14.130"
modified,C:\ProgramData\even.xlsx,"write,hidden","mode,group",927413,1234827,"May 02, 2025 @ 22:03:15","May 02, 2025 @ 22:39:17",e95383dafe093af9d0082fa5b8b6d279,d8b72ea169ed924f4958f591ea802e6abdcb5f0df9c9c355bf3483f7aaf2d9da,9425,User6,x86,DESKTOP-5JEIKFF,"May 15, 2025 @ 19:06:26.357"
deleted,E:\Data\page.jpg,"archive,system,write",mode,1971329,2365030,"May 17, 2025 @ 14:50:37","May 17, 2025 @ 15:44:46",57e5c4a2019b8a92843b16dfa95b59cd96dd25c13ce894bb013818be7422d671,dfd8cbeab962616be9c130550faf903928c9952a9fc6178a0223a86bebdaeb99,9783,Admin,arm64,HOME-PC,"May 15, 2025 @ 02:24:06.124"
modified,C:\Users\User1\Downloads\card.exe,"hidden,read,archive,write","size,mtime",1862751,2347980,"May 17, 2025 @ 07:00:00","May 17, 2025 @ 07:19:25",788947b32c93864515f5b2b40e46d6c2,537233b94e86b621975f6b75aae97eed070c312c49eb9e71e5b432c5754f276c,4240,Guest,arm64,DESKTOP-5JEIKFF,"May 20, 2025 @ 06:19:10.352"
added,C:\Users\User2\Desktop\south.csv,"write,system","size,owner",528487,770509,"May 23, 2025 @ 21:51:05","May 23, 2025 @ 22:46:19",a44d62004e428da88c7aeff2db406164bad571f02d7f68e26d58fdb0c85f0451,a3a857c90dfbdb9c8c05a411e202167ce9af3e96874d48c70e8c235dace72c95,1409,Guest,arm64,LAPTOP-1234,"May 24, 2025 @ 02:45:53.697"
deleted,C:\Windows\System32\large.docx,"hidden,archive,exec","owner,group",826883,1321152,"May 15, 2025 @ 01:32:44","May 15, 2025 @ 02:08:59",86ac8917b35bb45f6d6a5898512838ff0cb9885ce6db387b4d94e95c29d4c13a,46c05c4335c41b88d9a29036312e50db,6638,System,x86,WIN-LAPTOP,"May 06, 2025 @ 21:40:25.534"
modified,C:\ProgramData\share.txt,"read,system,exec","owner,size",613246,414483,"May 15, 2025 @ 16:43:40","May 15, 2025 @ 17:18:37",542ad112fad2fe858d9ef7be24d35e18dfbe8ea78fe95ea50c10f54199c1a55e,c5e374a464b5feb78fb7d821dbc6b762467a463ac91c31bd838d198ad39c9b4c,3385,User5,x86,SERVER-001,"May 23, 2025 @ 21:10:00.086"
added,D:\Work\situation.csv,"archive,read",group,1045166,955428,"May 29, 2025 @ 14:35:25","May 29, 2025 @ 14:59:39",5e2fd59e4085aa20c16e1bf13ef13e4d,e5e68c59d30355dd541f86ba0645db2a,6576,System,AMD64,DESKTOP-5JEIKFF,"May 17, 2025 @ 18:11:11.500"
modified,C:\Users\Public\Videos\make.pdf,"system,write,hidden,read","mode,mtime",1207244,1154123,"May 25, 2025 @ 05:46:33","May 25, 2025 @ 06:16:34",db8c7c6782bfb353b77547743cf0a8e7d297996d57eaabd1bf42c662854a8ed9,a7f2e2f62a4c218bc4db6e1361cdab112dc7a567fccf91604015e1ac49e560fb,8415,Guest,arm64,DESKTOP-XYZ,"May 11, 2025 @ 11:56:58.717"
modified,C:\Users\User2\Desktop\his.pdf,"system,exec","size,mode",302092,1,"May 19, 2025 @ 23:42:47","May 20, 2025 @ 00:39:24",ab45984d593868b9ef78ab59fd7b99cf,a49d0458f752ea07292d322453a1ea175c242ae6501588f50adbaa189d782bbe,8137,Admin,arm64,SERVER-BETA,"May 02, 2025 @ 13:36:04.607"
deleted,C:\ProgramData\not.dll,"hidden,system,read",mtime,354199,517371,"May 20, 2025 @ 02:51:08","May 20, 2025 @ 03:09:46",870c326bb3883fbe3311e17c841581a08ad0c76dc30591a70692b68eb6310bab,80f98320ef615c2fb40da7f0535de34822c1b06ec7d9fa8fbaf1fd07e1bbe983,6491,User3,x86_64,SERVER-BETA,"May 11, 2025 @ 20:31:46.054"
modified,C:\Users\Guest\Documents\story.exe,"write,read,archive,system","group,size",345913,58541,"May 17, 2025 @ 04:55:55","May 17, 2025 @ 05:16:16",88e9f70ed91a51d638eb8e828ee9bec653cf9ca8b2853f3cb45bff0329cc18d4,cde8a3f800ed125eb142cd0025011a6ca1056c670414bb1f777ec5b88771f55b,6654,User5,x86_64,LAPTOP-1234,"May 15, 2025 @ 20:53:21.911"
deleted,C:\Windows\System32\thus.jpg,"write,archive,system,hidden",mtime,1891949,2135651,"May 18, 2025 @ 23:55:32","May 19, 2025 @ 00:25:31",665ce6e3432c753a1c1012e520425841766c08cbfaa2a40a8953b36b86ad4b23,948e45e19417487acf23fa50d579fb2ddf626ef2cd91266d9b0b016ad533496f,4653,Guest,AMD64,DESKTOP-XYZ,"May 12, 2025 @ 05:15:07.510"
added,C:\Users\Project\Documents\commercial.csv,"archive,system",mode,617981,1088239,"May 19, 2025 @ 17:04:53","May 19, 2025 @ 17:42:49",94550c9dd60c6fc3abbe5d6624089768ee8b77a70de5a08873ce66cda726c3cd,729f84b2fcaf7e36c1d14878f94bfccb52f28307f40de4de3a2e4fe40f2c93ee,6416,User2,arm64,LAPTOP-1234,"May 25, 2025 @ 04:03:26.945"
deleted,C:\ProgramData\individual.pdf,"hidden,system,write,archive",mtime,858862,450452,"May 23, 2025 @ 09:55:24","May 23, 2025 @ 10:50:50",662fa305d9bbfb6ffbedb31e4dcec1ede6474fa3889b7668c0f5d6973e39e6c7,fd929350dd06036ef6e6b3226666d62f10b90406e5c8aafb8114974ade2ec940,2127,User6,AMD64,SERVER-BETA,"May 25, 2025 @ 16:33:18.330"
modified,C:\ProgramData\voice.jpg,"system,read,hidden,archive",mode,1810850,2257187,"May 24, 2025 @ 18:18:05","May 24, 2025 @ 19:12:56",845a7bafc700617c5eb0208030e5a41a4b717e50fad524b92db279e776a368da,69b57b613d421df2839d039dffd4d3f0212f87013c4ccdff15dfd5849c883106,1503,User4,x86,DESKTOP-5JEIKFF,"May 14, 2025 @ 00:46:36.963"
modified,C:\Users\Public\Videos\resource.pdf,"exec,archive","size,mode",1218599,1230364,"May 16, 2025 @ 08:10:26","May 16, 2025 @ 08:18:36",095f8b92303d1fef0f59882ba51d4d3217549a3848ae9f6a6385a68e6a0ac340,517e20913f2ad139fb396962f5b13fcdc41d30989157e1d2cf9c8e48b6a60cb1,2764,User3,arm64,DESKTOP-ALPHA,"May 03, 2025 @ 01:16:34.980"
added,E:\Data\a.dll,"hidden,read",group,1007616,977972,"May 20, 2025 @ 05:35:26","May 20, 2025 @ 05:38:36",8add998706a858ae8e66b94a350c8aa61b5976eb36c4592046c8ce2979e57612,1ad0dbd79cad2778afdcdfc1f09b974a1763ca420e70297f463efee8ba5c76e0,2869,Admin,x86,DESKTOP-ALPHA,"May 16, 2025 @ 04:25:25.191"
added,C:\Users\User2\Desktop\entire.pdf,"write,exec,read,archive","size,mode",1963327,2365855,"May 29, 2025 @ 13:21:49","May 29, 2025 @ 13:31:35",b2513c6bbe88775182e94b93c8c35e831bc4a618936bf07239080e657f5dd0c5,5673b37b3a65c44a6aa9e807ea9706cddd6b79724563a068b1466b1a063beee1,9660,System,AMD64,WORKSTATION-01,"May 17, 2025 @ 09:58:34.804"
modified,E:\Data\once.csv,"hidden,read,system",mtime,1052988,891446,"May 10, 2025 @ 02:08:22","May 10, 2025 @ 02:21:58",42a7e24ea1ab207c30ca9e4dbacff25af2501f4cba803585b73b8038914a90e6,15ec9e58d02f4a4419869222155b0256e56c72f23fdeae5380aa778adb45147c,5512,User5,x86,WIN-LAPTOP,"May 22, 2025 @ 21:00:44.991"
deleted,C:\ProgramData\hard.pdf,"read,write,system,archive",mode,77839,1,"May 09, 2025 @ 13:11:22","May 09, 2025 @ 13:53:10",b07eb58a8156cf79c526c27ea6207377a7cfb0c83081de0a5358341b9bffc03a,4c7f00eb33e7ea4e41133bf5437632b3bd56535f7df62844348128cd9cac29be,9092,Admin,arm64,HOME-PC,"May 29, 2025 @ 17:49:33.862"
added,C:\ProgramData\new.xlsx,"archive,hidden","owner,size",788740,575958,"May 09, 2025 @ 21:03:38","May 09, 2025 @ 21:44:46",6feef9a12d9a2b6ba2513779a63c43c4362d3750767a72de5839697107a54764,917f1eb721629bd910099c4cbbdaac6f5b3e8a7f5dbb9227c77e090033d2f3c3,4308,User3,x86_64,PC-GAMER,"May 05, 2025 @ 23:01:57.190"
added,C:\ProgramData\every.xlsx,"archive,exec","mtime,mode",219109,507844,"May 25, 2025 @ 01:10:27","May 25, 2025 @ 01:14:24",b5a056ce4069969cab94d4b0111c7dbaf76abfb79c7ae2af7a487a17b0c0d226,2bb21d7fad77ae446b822189a7cb9191,4255,User4,AMD64,DESKTOP-XYZ,"Jun 01, 2025 @ 05:41:17.757"
deleted,C:\Windows\Temp\political.xlsx,"archive,read,system","group,mtime",478396,749040,"May 30, 2025 @ 16:43:50","May 30, 2025 @ 16:59:51",667532bb6244bd2dc53cddfda333e2d885072e1d7465d4fd4bb54561f7754f83,1e589bcece00aeebb0279aeaeaf5c75866fb37c2c34506080eab4de58a1b4a2f,7279,User4,x86_64,PC-GAMER,"May 08, 2025 @ 01:48:54.109"
added,C:\Users\User1\Downloads\Republican.dll,"system,write,read,exec",mode,183576,127268,"May 19, 2025 @ 05:11:32","May 19, 2025 @ 05:25:54",777795516c93e7c84b6f5d421c8ef95b408e986f8c2875b9d548ff0f808028aa,8a656d165ee7e79aa672ce0238f7be318b2ad117c6fde915236cee3459328c82,7680,System,arm64,PC-GAMER,"May 14, 2025 @ 10:45:28.071"
added,C:\Windows\System32\be.bat,"hidden,read,write,archive",mode,1795395,2096890,"May 10, 2025 @ 09:45:17","May 10, 2025 @ 10:12:35",4f6eb42da779fd97061e2f50cbe456b41672cada5c19ff8ac5a530efb800e27c,92155bcb65d49a95cef3edf7fc9397c6,9667,User1,AMD64,WORKSTATION-01,"May 30, 2025 @ 18:42:05.809"
deleted,C:\Windows\System32\might.xlsx,"read,system",size,1539964,1283330,"May 20, 2025 @ 16:26:49","May 20, 2025 @ 16:40:56",476e071d8e7bc83cd08dac061482c816,d3294fb0087ef49095f3dc43c424a8382532275a9eba41d50d78eb7a3d22bbd6,7714,Project,x86_64,DESKTOP-ALPHA,"May 04, 2025 @ 08:18:51.980"
added,E:\Data\someone.jpg,"read,archive,write,system",owner,1612455,1817918,"May 11, 2025 @ 17:13:28","May 11, 2025 @ 17:40:09",6a6b47b451f75de867b807c8045ad37f,c1e3f1a798d874260585f230387e5f03ad676ae1c97f8c11e2a4e0fec2f2563c,6394,User5,x86_64,LAPTOP-1234,"May 24, 2025 @ 03:07:05.258"
added,E:\Data\receive.docx,"read,archive,exec","size,mtime",1255344,1060377,"May 28, 2025 @ 03:09:42","May 28, 2025 @ 03:19:39",8ac49110754c10cfec84e83825794c3f754ad16fdb3846f3716a858d94c69069,62c4807569744946f61f3242616ff137,5248,System,x86_64,WORKSTATION-01,"May 25, 2025 @ 11:15:59.242"
deleted,C:\Users\Project\Documents\bad.bat,"read,archive,hidden,write",mtime,387076,493288,"May 14, 2025 @ 17:49:15","May 14, 2025 @ 18:14:29",484af72985a441bfc449b182ac8d63d95b01b9897adcb8e2fbc028be19016956,45b3633f9a5226be182d97e94cb4e0537522e877e5c357cd0c21217ef7bd3157,6694,User1,x86,SERVER-001,"May 19, 2025 @ 12:11:13.598"
deleted,C:\Windows\Temp\two.exe,"hidden,system,exec,archive","mode,group",524341,954914,"May 07, 2025 @ 07:52:49","May 07, 2025 @ 08:47:32",c085752cc54302143b94b5d067af139a,08c02a5671130f66116c0bfcca09ed06,7939,User1,arm64,SERVER-001,"May 17, 2025 @ 13:01:25.179"
deleted,C:\Users\User2\Desktop\physical.exe,"archive,exec,read,system",group,330464,446333,"May 07, 2025 @ 15:21:14","May 07, 2025 @ 16:05:02",3cbed9d1fc6240e074b5a99189552f0b869d8bd4078f4cdf7701803d61c0e40c,4e3f0f313e7c2d573b20c515c25240999f8758d42c217059a76230670b3b98f2,6642,Admin,AMD64,DESKTOP-ALPHA,"May 08, 2025 @ 14:22:44.170"
added,C:\Users\Public\Videos\class.txt,"read,exec,write,hidden",mtime,265223,376136,"May 22, 2025 @ 05:40:10","May 22, 2025 @ 06:24:17",0a9b25978294292ffab988e33e494d3ea8857d6747bb6c3f189f5d005bff8f00,3de310a064c2a58b6c5a5516b4f68989331cd5fc7bd0cbe33365c12650671420,8823,User1,AMD64,SERVER-001,"May 15, 2025 @ 07:45:28.486"
deleted,C:\Users\Public\Videos\artist.pdf,"archive,write,read",mode,77081,574467,"May 17, 2025 @ 07:44:20","May 17, 2025 @ 08:39:31",5feba408322e431d1eccff91cda621a977ccef3c43fce4ef66938427b2bc7f5b,1725fe9fc749cd3ab179892a104a14c9a1714db05965b0f907ac42301e475a51,1450,Guest,x86,WIN-LAPTOP,"May 02, 2025 @ 08:50:36.989"
deleted,C:\Windows\System32\protect.txt,"write,archive,system,read","group,size",1934649,2217613,"May 19, 2025 @ 19:14:24","May 19, 2025 @ 20:10:28",88dc24c9529f271317de4e50a91508e04b76c3dfaf9ffb0d1c41512b03d70531,04a3bd8ce6e5e7a222bc974b7f632a9dbfd73abd7f68a8e89d7b02b7b11dc530,7747,User2,arm64,DESKTOP-ALPHA,"May 14, 2025 @ 23:26:58.422"
deleted,D:\Work\will.exe,"hidden,exec,system,write","mtime,mode",1937376,2181991,"May 05, 2025 @ 04:39:59","May 05, 2025 @ 05:05:46",95474686dcb9afaa4e24791bfdad7252c22c053bb87bdbc7ae1cfa05e9a29870,72999ccdf437e03f3768f7a1e94ec849b9fab6e26f4b522f1bb3471dd5282ffb,8125,Admin,x86_64,HOME-PC,"May 11, 2025 @ 19:16:54.912"
modified,C:\Users\Project\Documents\matter.pdf,"read,system,write,hidden","group,size",431513,1,"May 10, 2025 @ 09:26:27","May 10, 2025 @ 09:32:43",16f93c5631336b982e6286dfe6bd6173,9f8a7c745d372f013c599e761df26e907bb463c796bebfd10f89280e57494828,3914,User5,AMD64,WORKSTATION-01,"May 16, 2025 @ 05:48:32.523"
deleted,E:\Data\effect.txt,"exec,hidden,read",group,369169,442943,"May 11, 2025 @ 17:18:19","May 11, 2025 @ 17:48:59",a37436f4bfedbb0a53210a0719292937ff1f848b982c42f4d97ddc75c48bae10,f183bda0a379666660dbc105f5d33414c02b3fc2072ceca73490c231e543750c,8367,Admin,AMD64,WIN-LAPTOP,"May 17, 2025 @ 17:09:21.199"
deleted,C:\Windows\Temp\quite.pptx,"write,exec,system,archive",mtime,1117375,1513257,"May 02, 2025 @ 16:04:19","May 02, 2025 @ 16:29:15",a01bf2b5f7ae376a53717f7bfc86f24740629a6706409e3bbf048145874242fc,dfd424b3861a15ff67b490c5c054df3a19cca1f02b5e2a6a5f710c89dd0e2eaf,3849,Project,AMD64,DESKTOP-5JEIKFF,"May 30, 2025 @ 10:12:36.262"
added,C:\Users\User1\Downloads\occur.exe,"exec,hidden",mode,1604668,1496923,"May 30, 2025 @ 17:26:57","May 30, 2025 @ 17:35:03",f2559a6574b1afcda4619d63c1853da4,50efa2a566228dbc0ca05ce5b562617f913640e17cc2452ded4120aee7de7394,1448,User2,arm64,SERVER-001,"May 05, 2025 @ 01:13:22.618"
deleted,C:\Users\User2\Desktop\sometimes.txt,"archive,system","mode,size",633367,236590,"May 24, 2025 @ 23:55:37","May 25, 2025 @ 00:35:28",43a08d7d4024168ce4c1eb6c30e4e8dde217cc5baa850feba9b711dbcb087be4,6b44a7329d698528956b5d39118cf1949eff249f61c34cdec586fcc02442e0f2,2469,System,arm64,SERVER-001,"May 06, 2025 @ 15:32:14.068"
deleted,C:\Users\Guest\Documents\more.docx,"read,system,archive,exec","group,size",1538891,1698205,"May 23, 2025 @ 06:02:02","May 23, 2025 @ 06:33:31",a3730b909cf75e68b853be7bbc25af96,b27d75712d9ccacf6b0105e6df156fbc,2607,System,arm64,PC-GAMER,"May 27, 2025 @ 15:47:49.430"
added,C:\Users\Project\Documents\into.exe,"system,archive,read,exec","mode,owner",747052,533868,"May 09, 2025 @ 17:15:06","May 09, 2025 @ 17:58:44",7c777656e698a45b5b27b361cc32e094d1f9ab00e0b9fcb5b3c385f0a2c52468,1f486014d4136ba88bcf2550c961a672dde6b8b1daa3e3418334188098250201,5895,Admin,arm64,DESKTOP-XYZ,"May 18, 2025 @ 13:00:53.367"
added,C:\Users\Public\Videos\every.xlsx,"write,read,hidden,archive","size,group",1229439,1358557,"May 16, 2025 @ 22:01:29","May 16, 2025 @ 22:25:57",fd6415c136ca9d911fcb01d76b6de25a2c3a50b11dfad4c03634afa513d9f69e,4c4fdd7a4b2f542bd9d23070f81922af,8717,User5,x86_64,HOME-PC,"May 18, 2025 @ 09:55:54.498"
deleted,C:\Users\Guest\Documents\reflect.bat,"system,read",group,1488732,1292526,"May 06, 2025 @ 15:54:18","May 06, 2025 @ 16:48:32",c50f9cde8eb4c4702174df9061ffe2a7,682e2310e68f47045b384ef5a395060735e23ecfcaa16f9348c3bbd9dc9b5d1f,1555,User5,arm64,WORKSTATION-01,"May 25, 2025 @ 09:36:38.604"
added,C:\Users\User1\Downloads\born.dll,"archive,hidden,write,system",mtime,418460,417330,"May 08, 2025 @ 18:18:44","May 08, 2025 @ 18:43:50",681764a16d37c97e8a28a6c9d393c34908775885a8c41b0d1e7fddae81141a4b,bbdd815e4a7d9f30c5a36c797024007e,9998,User1,AMD64,PC-GAMER,"May 06, 2025 @ 17:12:42.479"
deleted,C:\Windows\System32\dog.bat,"write,exec,system","mode,group",1520463,1337976,"May 03, 2025 @ 02:52:02","May 03, 2025 @ 03:32:55",68e1fac456e8a7c300a3db951aa6d0439df529048e7f8cfe20d2565f6bb7a33a,d6a9142aa27728f030b2d102d437009a78c0d4fecc7baf2aed106103ad378b6b,1897,Guest,AMD64,WORKSTATION-01,"May 16, 2025 @ 02:05:15.834"
deleted,C:\Users\User1\Downloads\training.pdf,"write,system,archive",group,1560255,1253746,"May 21, 2025 @ 00:12:58","May 21, 2025 @ 00:40:48",677d7dd9814e2c0c07bca420eaf26b53,0912608885b14b34d02e47edefd6ee9c31fa4742905738e93627cfb5cd980ba9,4005,System,x86_64,WIN-LAPTOP,"May 20, 2025 @ 20:57:23.585"
modified,C:\Users\Project\Documents\case.csv,"write,archive,hidden","mode,mtime",401000,282062,"May 03, 2025 @ 11:34:58","May 03, 2025 @ 11:40:26",107c92c02e921cd1c99c71da74e195ac69671205b8c9bae9f709e72e1810e612,0414a195dbaf6ade5838a341546689c5b5c8dc255f217007a543c4b6b39fd6aa,7196,Project,x86,SERVER-BETA,"May 26, 2025 @ 19:49:58.858"
deleted,C:\Users\Project\Documents\instead.exe,"archive,exec,system,hidden","owner,mode",971189,1448562,"May 16, 2025 @ 19:52:47","May 16, 2025 @ 19:58:36",fa47f4faf78dc4b02e63bc2f5bae3fb5,89bdfc3047862b881eae9b343e595d371c5651aff40843b9465e206d9e01c4d6,5354,System,x86,LAPTOP-1234,"May 24, 2025 @ 00:43:12.948"
deleted,C:\Windows\Temp\in.exe,"system,read","owner,mtime",1368001,1775948,"May 23, 2025 @ 03:38:44","May 23, 2025 @ 04:27:20",fb6f6b0b1b93fced651f98bf1724808a18e7c78998586d1a1bb08fc9869d4d66,b43f2402d83d091144ecba51e46bcfccef8061c0fe97736ae4c753e2417efbe8,6996,User6,AMD64,WORKSTATION-01,"May 22, 2025 @ 07:54:50.060"
added,C:\Users\Project\Documents\most.dll,"write,hidden","owner,mtime",343953,537512,"May 10, 2025 @ 13:57:23","May 10, 2025 @ 14:50:51",8f91801f8d7320cc8ea562a86ee1d7675a93c31b8920498fef5702d3b0ab923a,250511d0fde12c40edfa6b862a0548bbd4be9f822bb2624b8c82369e115bd260,8038,Guest,x86,WIN-LAPTOP,"May 03, 2025 @ 00:44:04.271"
deleted,C:\Windows\System32\hope.jpg,"write,archive,system","size,owner",515629,727868,"May 20, 2025 @ 22:01:20","May 20, 2025 @ 22:38:34",8e98d5fc944e42bc320eef67ef04ef871a5d2ac0f92402273a4599456c09474f,82c87130b2ce082e1ed2c30d8ae96c57526a500470944c4c1b9a54903e5326fe,3277,Project,x86_64,DESKTOP-XYZ,"May 09, 2025 @ 09:43:26.291"
added,E:\Data\strategy.dll,"system,read","owner,mtime",1625043,1475163,"May 25, 2025 @ 19:15:52","May 25, 2025 @ 19:32:22",67c1adc64de5a0e96fd937c32ea238a1c309239ec98b3a5cbb1a2f3441d253b1,de9f6aa3c02d7b24b15404f512437a869e223aa0cc151b8df408e7364f0131f6,4332,User1,x86_64,PC-GAMER,"May 24, 2025 @ 11:47:16.217"
modified,C:\Users\User2\Desktop\likely.dll,"archive,system","group,mtime",347262,335966,"May 18, 2025 @ 21:07:31","May 18, 2025 @ 21:47:31",bf55b2e8abc3afa36709cc114fd5ed9dee7219667c67dc9b1becc42610695dce,f3bc47b611779159bc4f5c0e58d1115f,6765,User4,AMD64,DESKTOP-XYZ,"May 29, 2025 @ 04:29:08.530"
added,E:\Data\claim.txt,"archive,exec,system",group,861001,499654,"May 04, 2025 @ 17:33:02","May 04, 2025 @ 18:22:10",1519f8ae52d38fd7275809f1a018bf3a208b0c9f53ae25aeceb7443806cf49f0,b5d966fba6c2c8e42fa3bcdced38723160d240899f795b078b0c005812ffa9b0,1368,Admin,AMD64,WIN-LAPTOP,"May 31, 2025 @ 21:21:12.530"
deleted,C:\Users\Project\Documents\future.dll,"write,hidden",mode,1894950,1491401,"May 30, 2025 @ 23:14:33","May 30, 2025 @ 23:46:59",c5e06ebcf3f8dcd3d070e0ea9995de7e95a245f55d59203bfadf2c5f3dfcaf9a,5ffe574b9c790914f565a418ce17c9fb888c1a31e34f188732908066a4a928cd,9469,System,x86_64,LAPTOP-1234,"May 02, 2025 @ 14:39:58.122"
modified,C:\Windows\Temp\high.exe,"read,write,system,hidden",size,1074002,1144618,"May 02, 2025 @ 21:30:59","May 02, 2025 @ 22:29:55",190dd9fb5e796ed5b855e8bdd029ee32d8dc6a375e38f6e5fd2fe96eb5081aa2,0f58a06524ad5f24786f1b620363312ccf5f99317a9df1ae335140e95f183cfb,9011,System,x86_64,WIN-LAPTOP,"May 07, 2025 @ 14:10:44.187"
deleted,C:\Users\User2\Desktop\rich.txt,"exec,hidden,read","owner,mtime",1317628,1644139,"May 15, 2025 @ 05:58:16","May 15, 2025 @ 06:37:32",85adc9c056b94aba92861682cb29f1edeb6d359b0569acff05353cc7d74f4a53,4d65ce5a554b5bd82a992619aebb0e672462958c8ddf01f55d1e3ff350fa054f,5584,User4,x86,PC-GAMER,"May 08, 2025 @ 18:41:09.247"
added,C:\Users\Public\Videos\home.bat,"write,read,hidden,system",owner,503195,970634,"May 16, 2025 @ 23:55:41","May 17, 2025 @ 00:33:08",9ba078130b24dfc6c5b2de9a5ea7ad5fc3192bd8f0cb6232e72dc7e3cb0883ac,5777d0a63f7c223b605fbe977cfb5f73eacfe0bf1406fee42d7853e4ed2ef79a,9067,System,x86_64,WORKSTATION-01,"May 07, 2025 @ 21:07:55.433"
added,C:\ProgramData\start.xlsx,"system,archive,exec,read","mtime,size",80569,307799,"May 22, 2025 @ 04:34:17","May 22, 2025 @ 04:36:45",778a1810ba587b459026473ddf140ba5,5a6109716f8651293e9602fea1615ebec9820ce8cd4135bfcfc8501eb1789002,3060,User4,AMD64,LAPTOP-1234,"May 21, 2025 @ 10:18:55.349"
added,C:\Users\Public\Videos\base.zip,"system,exec","owner,mtime",1808408,1513738,"May 10, 2025 @ 07:39:57","May 10, 2025 @ 07:42:14",4e95c89342b65dfe8fae404b60a1e19838f214037ef26fd32b5de5bebb72f5ea,6ddda009eb1d87c49f31f68dc4c68a8da047daf33abdbc5a4bd9fbfcb62c0ecb,9351,User5,x86_64,SERVER-001,"May 07, 2025 @ 20:58:29.760"
added,C:\Windows\System32\commercial.txt,"system,archive",mtime,61907,1,"May 08, 2025 @ 00:25:27","May 08, 2025 @ 01:20:19",f0e0ce76ef25c1ea9fb05ec9739d39c69443b30a7efea041fe3938eca2105c79,1251db9b42dce622ea3815eb4981df7c8b0fcf0abd3cb9c7497c4c9a1f865321,4978,User3,x86,DESKTOP-5JEIKFF,"May 11, 2025 @ 06:31:24.119"
